Id	Function_broad_final	Gene_name	Interpro.Description	label2	downreg_in_guy11_4h	downreg_in_guy11_24h	upreg_in_guy11_0h	upreg_in_guy11_4h	downreg_in_guy11_0h	upreg_in_guy11_24h	node_downreg_in_guy11_4h	node_downreg_in_guy11_24h	node_upreg_in_guy11_0h	node_upreg_in_guy11_4h	node_downreg_in_guy11_0h	node_upreg_in_guy11_24h
MGG_09717	cell_wall_enzymes	SEF1	Berberine/berberine-like, Chitin-binding, type 1, Endochitinase-like superfamily, FAD linked oxidase, N-terminal, FAD-binding domain, PCMH-type, FAD-binding, type PCMH, subdomain 2, FAD-binding, type PCMH-like superfamily	SEF1	Not_DEG	Not_DEG	Δmst12	Not_DEG	Not_DEG	Δmst12	0	0	1	0	0	1
MGG_09718	binding_scaffold_other		Fumarylacetoacetase-like, C-terminal domain superfamily	MGG_09718#	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_09728	transport		MFS transporter superfamily, Major facilitator superfamily domain, Major facilitator,  sugar transporter-like, Sugar/inositol transporter	MGG_09728#	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_09733	effector		Concanavalin A-like lectin/glucanase domain superfamily, Glycoside hydrolase family 16	MGG_09733#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_09734	signal_transduction		HAD superfamily, HAD-like superfamily, HAD-superfamily hydrolase,subfamily IIIA, P-loop containing nucleoside triphosphate hydrolase, Polynucleotide 3'-phosphatase, Polynucleotide kinase 3 phosphatase	MGG_09734#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_09736	cell_wall_enzymes		Yeast cell wall synthesis Kre9/Knh1-like, N-terminal	MGG_09736#	Not_DEG	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_09739	transcription_factor		Uncharacterized	MGG_09739#	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_09740	effector		Cyanovirin-N superfamily	MGG_09740#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_09750	kinases	NMR3	Diphosphomevalonate decarboxylase, Diphosphomevalonate/phosphomevalonate decarboxylase, GHMP kinase N-terminal domain, GHMP kinase, C-terminal domain superfamily, Mvd1, C-terminal, Ribosomal protein S5 domain 2-type fold, Ribosomal protein S5 domain 2-type fold, subgroup	NMR3	Not_DEG	Δbip1, Δmst12	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	0	1	1	0	0	0
MGG_09760	ubiquitin_proteasome		F-box domain, F-box-like domain superfamily	MGG_09760#	Δbip1	Δbip1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	1	0	0	0	0
MGG_09762	binding_scaffold_other		VWA-Hint protein, Vwaint domain, Vint domain, von Willebrand factor A-like domain superfamily, von Willebrand factor, type A	MGG_09762#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Δbip1, Δmst12	0	0	0	1	0	1
MGG_09763	effector		Uncharacterized	MGG_09763#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Δbip1, Δmst12	0	0	0	1	0	1
MGG_09764	mitochondria_related		ACP-like superfamily, Ribosomal protein L50, mitochondria	MGG_09764#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	Not_DEG	0	0	0	0	1	0
MGG_09772	signal_transduction		Aminoglycoside phosphotransferase, Protein kinase-like domain superfamily	MGG_09772#	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_09778	transport		MFS transporter superfamily, Major facilitator superfamily domain, Major facilitator,  sugar transporter-like, Sugar transporter, conserved site, Sugar/inositol transporter	MGG_09778#	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_09780	transcription_factor		Transcription factor domain, fungi, Zinc finger C2H2 superfamily, Zinc finger C2H2-type, Zn(2)-C6 fungal-type DNA-binding domain, Zn(2)-C6 fungal-type DNA-binding domain superfamily	MGG_09780#	Not_DEG	Δbip1	Δmst12	Not_DEG	Not_DEG	Not_DEG	0	1	1	0	0	0
MGG_09789	dna_rna_processing_and_repair		PD-(D/E)XK nuclease-like	MGG_09789#	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_09794	effector		Uncharacterized	MGG_09794#	Not_DEG	Not_DEG	Δbip1	Not_DEG	Not_DEG	Δmst12	0	0	1	0	0	1
MGG_09795	binding_scaffold_other		PLAC8 motif-containing protein	MGG_09795#	Not_DEG	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_09796	effector		Uncharacterized	MGG_09796#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_09804	effector		Uncharacterized	MGG_09804#	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_09805	cell_wall_enzymes		Aldolase-type TIM barrel, Alpha galactosidase, C-terminal beta sandwich domain, Glycoside hydrolase family 27/36, conserved site, Glycoside hydrolase superfamily, Glycoside hydrolase, family 27, Glycoside hydrolase, melibiase, Glycosyl hydrolase, all-beta	MGG_09805#	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_09814	binding_scaffold_other		3-isopropylmalate dehydratase, swivel domain, Aconitase A/isopropylmalate dehydratase small subunit, swivel domain, Aconitase, iron-sulfur domain, Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain, Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 1/3, Aconitase/3-isopropylmalate dehydratase, swivel	MGG_09814#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_09827	transport		MFS transporter superfamily, Major facilitator superfamily domain, Major facilitator,  sugar transporter-like	MGG_09827#	Δmst12	Δbip1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	1	0	0	0	0
MGG_09829	transcription_factor	FZC53	Zn(2)-C6 fungal-type DNA-binding domain, Zn(2)-C6 fungal-type DNA-binding domain superfamily	FZC53	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	Not_DEG	0	0	0	0	1	0
MGG_09833	binding_scaffold_other		EamA domain	MGG_09833#	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_09846	vesicular_transport		Tetratricopeptide repeat, Tetratricopeptide repeat protein TTC27/Emw1, Tetratricopeptide-like helical domain superfamily	MGG_09846#	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_09848	effector		Uncharacterized	MGG_09848#	Not_DEG	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_09863	secreted_extracellular		Extracellular membrane protein, CFEM domain	MGG_09863#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_09867	signal_transduction		Acyl-CoA N-acyltransferase, GNAT domain	MGG_09867#	Δmst12	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	1	0	1	0	0	0
MGG_09875	cell_wall_enzymes		Egh16-like virulence factor	MGG_09875#	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_09887	ubiquitin_proteasome		Nedd8-like ubiquitin, Ubiquitin conserved site, Ubiquitin domain, Ubiquitin-like domain, Ubiquitin-like domain superfamily	MGG_09887#	Not_DEG	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_09890	cytoskeleton		Tubulin binding cofactor A, Tubulin binding cofactor A superfamily	MGG_09890#	Not_DEG	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_09893	transport		Beta-grasp domain superfamily, Molybdopterin synthase sulfur carrier subunit, Molybdopterin synthase sulfur carrier subunit, eukaryote, Molybdopterin synthase/thiamin biosynthesis sulphur carrier, beta-grasp, Sulfur carrier ThiS/MoaD-like	MGG_09893#	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_09906	mitochondria_related		Mitochondrial carrier domain superfamily, Mitochondrial phosphate carrier protein Pic2/Mir1-like, Mitochondrial substrate/solute carrier	MGG_09906#	Not_DEG	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_09919	signal_transduction	ARO8/ARO9(Andy'sname)	Aminotransferase, class I/classII, Pyridoxal phosphate-dependent transferase, Pyridoxal phosphate-dependent transferase, major domain	ARO8/ARO9(Andy'sname)	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_09920	binding_scaffold_other		Cytochrome P450, Cytochrome P450 superfamily, Cytochrome P450, E-class, group I, Cytochrome P450, conserved site	MGG_09920#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_09924	oxidoreductases		Amine oxidase, FAD/NAD(P)-binding domain superfamily, Protoporphyrinogen oxidase	MGG_09924#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	Not_DEG	0	0	0	0	1	0
MGG_09931	transport		AAA+ ATPase domain, ABC transporter type 1, transmembrane domain, ABC transporter type 1, transmembrane domain superfamily, ABC transporter-like, ATP-binding domain, ABC transporter-like, conserved site, P-loop containing nucleoside triphosphate hydrolase, Type 1 protein exporter	MGG_09931#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	Not_DEG	0	0	0	0	1	0
MGG_09944	signal_transduction		Armadillo-like helical, Armadillo-type fold, ELMO domain, ELMO, armadillo-like helical domain, PH-like domain superfamily, Pleckstrin homology domain	MGG_09944#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_09946	transcription_factor		Zinc finger, GRF-type	MGG_09946#	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_09950	transcription_factor	FZC54	Transcription factor domain, fungi, Zinc finger C2H2 superfamily, Zinc finger C2H2-type, Zn(2)-C6 fungal-type DNA-binding domain, Zn(2)-C6 fungal-type DNA-binding domain superfamily	FZC54	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_09952	signal_transduction		P-loop containing nucleoside triphosphate hydrolase, Ran GTPase, Small GTP-binding protein domain, Small GTPase	MGG_09952#	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_09953	ubiquitin_proteasome		26S Proteasome non-ATPase regulatory subunit 9, Nas2, N-terminal, PDZ domain 6, PDZ superfamily, Peptidase M50	MGG_09953#	Not_DEG	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_09954	signal_transduction		Dbl homology (DH) domain, Dbl homology (DH) domain superfamily	MGG_09954#	Not_DEG	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_09976	transport		MFS transporter superfamily, Major facilitator superfamily, Major facilitator superfamily domain	MGG_09976#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_09988	cell_wall_enzymes		Beta-xylosidase, C-terminal Concanavalin A-like domain, Concanavalin A-like lectin/glucanase domain superfamily, Glycoside hydrolase, family 43, Glycosyl hydrolase, five-bladed beta-propellor domain superfamily	MGG_09988#	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_09990	proteases_peptidases		Immunoglobulin-like fold, Peptidase S8, subtilisin,  Asp-active site, Peptidase S8, subtilisin, His-active site, Peptidase S8, subtilisin, Ser-active site, Peptidase S8, subtilisin-related, Peptidase S8/S53 domain, Peptidase S8/S53 domain superfamily, PoSI-like peptidase domain	MGG_09990#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	0	0	0	0	0	1
MGG_09991	lipid_metabolism	SFH5	CRAL-TRIO lipid binding domain, CRAL-TRIO lipid binding domain superfamily, CRAL/TRIO, N-terminal domain, CRAL/TRIO, N-terminal domain superfamily, Phosphatidylinositol transfer protein Sfh5	SFH5	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_10004	effector		Uncharacterized	MGG_10004#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	0	0	0	0	0	1
MGG_10005	signal_transduction		ATPase, nucleotide binding domain, Carbohydrate kinase, FGGY, Carbohydrate kinase, FGGY, C-terminal, Carbohydrate kinase, FGGY, N-terminal, Carbohydrate kinase, FGGY, conserved site, Glycerol kinase	MGG_10005#	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_10010	effector		Uncharacterized	MGG_10010#	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	Δbip1	0	1	0	0	0	1
MGG_10027	transport		Cation-transporting P-type ATPase, C-terminal, Cation-transporting P-type ATPase, N-terminal, HAD superfamily, HAD-like superfamily, P-type ATPase, P-type ATPase, A domain superfamily, P-type ATPase, cytoplasmic domain N, P-type ATPase, phosphorylation site, P-type ATPase, transmembrane domain superfamily	MGG_10027#	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_10051	effector		Cytochrome b561/ferric reductase transmembrane	MGG_10051#	Not_DEG	Δmst12	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	0	1	0	1	0	0
MGG_10059	cytoskeleton		ADF-H/Gelsolin-like domain superfamily, Gelsolin-like domain, Gelsolin-like domain superfamily, Villin/Gelsolin	MGG_10059#	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	1	0	0	0	0	1
MGG_10071	binding_scaffold_other		Cytochrome P450, Cytochrome P450 superfamily, Cytochrome P450, E-class, group I, Cytochrome P450, conserved site	MGG_10071#	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_10083	cell_wall_enzymes		Cellulose-binding domain superfamily, Cellulose-binding domain, fungal, Glycoside hydrolase superfamily, Glycoside hydrolase, family 5	MGG_10083#	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_10087	oxidoreductases		FAD/NAD(P)-binding domain, FAD/NAD(P)-binding domain superfamily, Sulphide quinone-reductase	MGG_10087#	Not_DEG	Δmst12	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	0	1	1	0	0	0
MGG_10097	effector		LysM domain, LysM domain superfamily	MGG_10097#	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_10098	dna_rna_protein_binding		Galactose oxidase/kelch, beta-propeller	MGG_10098#	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_10102	effector	mutantunaffectinvirulence(Saitohetal2012)	Uncharacterized	mutantunaffectinvirulence(Saitohetal2012)	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	0	0	0	0	0	1
MGG_10103	signal_transduction		Heterokaryon incompatibility	MGG_10103#	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_10104	proteases_peptidases		Disintegrin domain, Disintegrin domain superfamily, Fungal reprolysin domain, Metallopeptidase, catalytic domain superfamily, Peptidase M12B, ADAM/reprolysin	MGG_10104#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Δbip1	Not_DEG	0	0	0	1	1	0
MGG_10112	transport		MFS transporter superfamily, Major facilitator superfamily, Major facilitator superfamily domain	MGG_10112#	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_10115	binding_scaffold_other		SH3 domain, SH3-like domain superfamily	MGG_10115#	Not_DEG	Not_DEG	Not_DEG	Δmst12	Not_DEG	Δbip1, Δmst12	0	0	0	1	0	1
MGG_10116	binding_scaffold_other		H/ACA RNP complex subunit Gar1/Naf1, Cbf5-binding domain, H/ACA ribonucleoprotein complex non-core subunit Naf1, H/ACA ribonucleoprotein complex, subunit Gar1/Naf1, Translation protein, beta-barrel domain superfamily	MGG_10116#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_10118	vesicular_transport		AAA ATPase, AAA+ lid domain, AAA+ ATPase domain, ATPase, AAA-type, core, P-loop containing nucleoside triphosphate hydrolase, Vps4 oligomerisation, C-terminal	MGG_10118#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_10120	effector		Uncharacterized	MGG_10120#	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_10126	proteases_peptidases		Peptidase M18, Peptidase M18, domain 2	MGG_10126#	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	1	0	0	0	0	1
MGG_10153	binding_scaffold_other		Sin3 binding protein	MGG_10153#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	0	0	0	0	0	1
MGG_10160	translation_ribosome		Ribosomal protein L24e-related, Ribosomal protein L24e/L24 superfamily, TRASH domain	MGG_10160#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	Not_DEG	0	0	0	0	1	0
MGG_10179	lipid_metabolism		Dolichol phosphate-mannose biosynthesis regulatory	MGG_10179#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	0	0	0	0	0	1
MGG_10183	signal_transduction		Enolase-phosphatase E1, Enolase-phosphatase E1, eukaryotes, HAD superfamily, HAD-like superfamily	MGG_10183#	Not_DEG	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_10197	transcription_factor	TRA1	Transcription factor domain, fungi, Zn(2)-C6 fungal-type DNA-binding domain, Zn(2)-C6 fungal-type DNA-binding domain superfamily	TRA1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	0	0	0	0	0	1
MGG_10200	transport		Oligopeptide transporter, OPT superfamily, Tetrapeptide transporter, OPT1/isp4	MGG_10200#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Δbip1, Δmst12	0	0	0	1	0	1
MGG_10202	transport		3-oxoacyl-[acyl-carrier-protein] synthase 2, Beta-ketoacyl synthase, Beta-ketoacyl synthase, C-terminal, Beta-ketoacyl synthase, N-terminal, Beta-ketoacyl synthase, active site, Polyketide synthase, beta-ketoacyl synthase domain, Thiolase-like	MGG_10202#	Not_DEG	Not_DEG	Not_DEG	Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_10203	protein_folding_chaperones		Ubiquinol-cytochrome c chaperone, Ubiquinol-cytochrome c chaperone, CBP3	MGG_10203#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_10212	pmk1_pathway	RPP1	Transcription factor domain, fungi, Zn(2)-C6 fungal-type DNA-binding domain, Zn(2)-C6 fungal-type DNA-binding domain superfamily	RPP1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_10214	binding_scaffold_other		Fumarylacetoacetase-like, C-terminal, Fumarylacetoacetase-like, C-terminal domain superfamily	MGG_10214#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	0	0	0	0	0	1
MGG_10237	effector		Uncharacterized	MGG_10237#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_10255	transport		MFS transporter superfamily, Major facilitator superfamily, Major facilitator superfamily domain	MGG_10255#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	0	0	0	0	0	1
MGG_10265	dna_rna_processing_and_repair		NAP-like superfamily, Nucleosome assembly protein (NAP)	MGG_10265#	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_10269	transport		Membrane transport protein	MGG_10269#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	Δbip1, Δmst12	0	0	0	0	1	1
MGG_10276	effector	HTR1	Zinc finger C2H2-type	HTR1	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_10277	transport		AAA+ ATPase domain, ABC transporter family G domain, ABC transporter-like, ATP-binding domain, ABC transporter-like, conserved site, ABC-2 type transporter, ABC-transporter, N-terminal domain, ATP-binding cassette transporter, PDR-like subfamily G, domain 1, ATP-binding cassette transporter, PDR-like subfamily G, domain 2, CDR ABC transporter, P-loop containing nucleoside triphosphate hydrolase	MGG_10277#	Δmst12	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	1	0	0	0	0
MGG_10287	transport		MFS transporter superfamily, Major facilitator superfamily domain, Major facilitator,  sugar transporter-like, Sugar transporter, conserved site	MGG_10287#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	0	0	0	0	0	1
MGG_10298	dna_rna_protein_binding		Kelch-type beta propeller	MGG_10298#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_10307	transcription_factor		Zn(2)-C6 fungal-type DNA-binding domain, Zn(2)-C6 fungal-type DNA-binding domain superfamily	MGG_10307#	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_10310	effector		Uncharacterized	MGG_10310#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_10312	dna_rna_processing_and_repair		ATP-dependent RNA helicase DEAD-box, conserved site, DEAD/DEAH box helicase domain, Helicase superfamily 1/2, ATP-binding domain, Helicase, C-terminal, P-loop containing nucleoside triphosphate hydrolase	MGG_10312#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_10315	effector	MPG1	Hydrophobin, Hydrophobin, conserved site	MPG1	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_10316	transport		MFS transporter superfamily, Major facilitator superfamily, Major facilitator superfamily domain	MGG_10316#	Δbip1, Δmst12	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	1	0	0	0	0
MGG_10323	signal_transduction	RHO3	P-loop containing nucleoside triphosphate hydrolase, Small GTP-binding protein domain, Small GTPase, Small GTPase Rho	RHO3	Not_DEG	Not_DEG	Not_DEG	Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_10324	cytoskeleton		CBF1-interacting co-repressor CIR, N-terminal domain, Pre-mDNA/RNA processing & repair factor	MGG_10324#	Not_DEG	Not_DEG	Not_DEG	Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_10333	cell_wall_enzymes		Cellulose-binding domain superfamily, Cellulose-binding domain, fungal, Glycoside hydrolase family 18, catalytic domain, Glycoside hydrolase superfamily, Glycosyl hydrolases family 18 (GH18) active site	MGG_10333#	Not_DEG	Not_DEG	Not_DEG	Δbip1	Not_DEG	Δmst12	0	0	0	1	0	1
MGG_10343	binding_scaffold_other		Cytochrome P450, Cytochrome P450 superfamily, Cytochrome P450, conserved site	MGG_10343#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_10345	binding_scaffold_other		Cytochrome P450, Cytochrome P450 superfamily, Cytochrome P450, E-class, group I	MGG_10345#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_10355	binding_scaffold_other		Cytochrome P450, Cytochrome P450 superfamily, Cytochrome P450, E-class, group IV, Cytochrome P450, conserved site	MGG_10355#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_10356	binding_scaffold_other		Cytochrome P450, Cytochrome P450 superfamily, Cytochrome P450, E-class, group IV	MGG_10356#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_10357	translation_ribosome		Aminoacyl-tRNA synthetase, class II, Aminoacyl-tRNA synthetase, class II (G/ P/ S/T), Anticodon-binding, Anticodon-binding domain superfamily, Proline-tRNA ligase, class II, C-terminal, Proline-tRNA ligase, class IIa, Proline-tRNA ligase, class IIa, archaeal-type, Prolyl-tRNA synthetase, catalytic domain, Prolyl-tRNA synthetase, class II	MGG_10357#	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_10363	transport		MFS transporter superfamily, Major facilitator superfamily, Major facilitator superfamily domain	MGG_10363#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Δbip1, Δmst12	0	0	0	1	0	1
MGG_10371	binding_scaffold_other		Glutaredoxin, Glutaredoxin subgroup, Glutaredoxin, eukaryotic/virial, Thioredoxin-like superfamily	MGG_10371#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	Not_DEG	0	0	0	0	1	0
MGG_10382	translation_ribosome		Brix domain, Ribosome biogenesis protein Rpf2	MGG_10382#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	Not_DEG	0	0	0	0	1	0
MGG_10394	effector		Uncharacterized	MGG_10394#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	0	0	0	0	0	1
MGG_10410	transport		AAA+ ATPase domain, ABC transporter family G domain, ABC transporter-like, ATP-binding domain, ABC transporter-like, conserved site, ABC-2 type transporter, P-loop containing nucleoside triphosphate hydrolase	MGG_10410#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Δbip1, Δmst12	Not_DEG	0	0	0	1	1	0
MGG_10415	dna_rna_protein_binding		Ankyrin repeat, Ankyrin repeat-containing domain superfamily, F-box domain, F-box-like domain superfamily	MGG_10415#	Δmst12	Δbip1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	1	0	0	0	0
MGG_10422	transcription_factor		Fungal transcription factor, Zn(2)-C6 fungal-type DNA-binding domain	MGG_10422#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Δbip1, Δmst12	Not_DEG	0	0	0	1	1	0
